Codigo,Código Barra 1,Código Barra 2,Producto nombre 1,Producto nombre 2,precio por caja,precio por paquete,Categoria,creador
6600203,6903072438853,,睫毛膏+眼线,Delineador + mascara de pestañas,2000.000,2400.000,21彩妆系列--眼线笔 delineador de ojos,2046
6620303ABCD,6903072435319,,三色彩色睫毛膏,MASCARAS DE PESTANAS DE COLORES A PRUEBA DE AGUA 24HRS,1100.000,1300.000,22彩妆系列--睫毛膏 MALEETA MAQUILLAJE,2046
6600703,6903072438624,,防水防汗黑色睫毛膏,MASCARA DE PESTANA 24H,950.000,1100.000,,2046
6614903,6903072440870,,睫毛膏,MASCARA DE PESTANAS 24 HORAS,1200.000,1440.000,,2046
5697803,6903072440177,,睫毛膏+眼线笔+唇彩,MASCARA DE PESTANA MAS DELINEADOR DE OJOS MAS BRILLO DE LABIOS,2350.000,2800.000,,2046
6851047A,6903072436996,,卸妆膏 特价产品不参与折扣,DESMAQUILLADOR EN CREMA DE ROSA  SIN DESCUENTO,1300.000,1550.000,28 脸部护肤系列--卸妆水 DESMAQUILLANTES,2046
6851047B,6903072437009,,卸妆膏 特价产品不参与折扣,DESMAQUILLADOR EN CREMA DE LIMON SIN DESCUENTO,1300.000,1550.000,,2046
6851047C,6903072437016,,卸妆膏 特价产品不参与折扣,DESMAQUILLADOR EN CREMA DE ALOE VERA  SIN DESUCNETO,1300.000,1550.000,28 脸部护肤系列--卸妆水 DESMAQUILLANTES,2046
8833B,6903072222889,,粉饼,POLVO COMPACTO,1000.000,1200.000,,2046
8141503RO,6903072428380,,双层粉饼,POLVO COMPACTO CON ESPEJO DE ROSA,1800.000,2200.000,,2046
8176203,6903072434350,,定妆粉饼,POLVO TRANSLUCIDO,1350.000,1600.000,,2046
2325147A,6903072428472,,粉饼,ILUMINADOR,1250.000,1500.000,,2046
6848247,6903072429752,,遮瑕液,CORRECTOR LIQUIDO 3D,950.000,1100.000,,2046
KC233723,6976289193723,,40色波点,PALETA LUNARES 40 COLORES,3950.000,4700.000,13彩妆系列--眼影KEVINCOCO,2046
KC233716,6976289193716,,40色人鱼,PALETA SIRENA 40 COLORES,3950.000,4700.000,,2046
KC233655,6976289193655,,9色豹纹女孩,PALETA ESTAMPADO DE LEOPARDO 9 COLORES,1650.000,2000.000,,2046
KC233662,6976289193662,,9色玫瑰花园,PALETA JARDIN DE ROSAS 9 COLORES,1650.000,2000.000,,2046
KC233679,6976289193679,,9色美妆芭比,PALETA COLOR BELLEZA BARBIE 9 COLORES,1650.000,2000.000,,2046
KC233648,6976289193648,,9色派对女郎,PALETA  CHICA FIESTERA 9 COLORES,1650.000,2000.000,,2046
KC233600,6976289193600,,18色时尚  不打折,PALETA COLOR DE MODA 18 COLORES  SIN DESCUENTO,1500.000,1800.000,13彩妆系列--眼影KEVINCOCO,2046
KC233617,6976289193617,,18色粉红豹 不打折,SIN DESCUENTO SIN DESCUENTO,1500.000,1800.000,13彩妆系列--眼影KEVINCOCO,2046
KC233631,6976289193631,,18色草莓甜心 促销产品不打折,PALETA TARTA DE FRESAS 18 COLORES SIN DESCUENTO,1500.000,1800.000,13彩妆系列--眼影KEVINCOCO,2046
KC233624,6976289193624,,18色樱桃 不打折,PALETA COLOR CEREZA 18 COLORES  SIN DESCUENTO,1500.000,1800.000,,2046
SLQ35,6931978111709,,236g乳液+250ml喷雾,SPLASH DE 250 MAS UNA CREMA DE 236 G,5500.000,6600.000,01店长推荐香水套装-PERFUM,2046
SLQ36,69319781120145,,236g乳液+250ml喷雾,CREMA DE CUERPO DE 236 G MAS SPLASH DE 250 ML,5500.000,6600.000,,2046
SLQ39,6931978133626,,B0021-PG-1-2 2瓶每箱-3-4 4瓶每箱250ml,SPLASH 4 AROMAS 250ML,2200.000,2600.000,,2046
SLQ41,6931978134654,,50g乳液+60ml喷雾+20ml试管香水,SET DE PERFUME DE 60 ML MAS UNA CREMA DE CUERPO DE 50 G Y UN SPLASH DE 20 ML,2950.000,3500.000,01店长推荐香水套装-PERFUM,2046
SLQ42,6931978134579,,50g乳液+60ml喷雾+20ml试管香水,SET DE PERFUME DE 60 ML MAS UNA CREMA DE CUERPO DE 50 G Y UN SPLASH DE 20 ML,2950.000,3500.000,01店长推荐香水套装-PERFUM,2046
SLQ25,6931978133206,,50g乳液+60ml喷雾+20ml试管香水,SET DE PERFUME DE 60 ML MAS UNA CREMA DE CUERPO DE 50 G Y UN SPLASH DE 20 ML,2950.000,3500.000,01店长推荐香水套装-PERFUM,2046
KSBT2370,6952186465286,,80片棉花女孩（压梅花）,ALGODON EN PETALO 80 PCS,800.000,1000.000,,2046
KSBT2372,6947528467639,,25片棉花女孩卸妆湿巾,TOALLAS DESMAQUILLANTES 25 PIEZAS,650.000,800.000,,2046
KSBT2373,6939442610154,,25片HP卸妆湿巾,TOALLAS DESMAQUILLANTES,650.000,800.000,,2046
KSBT2375,6939442612375,,30片棉花女孩卸妆湿巾（混装）,TOALLAS DESMAQUILLANTE DE 30 UNIDAD,790.000,900.000,,2046
KSBT2376,6971584684648,,25片花型卸妆湿巾,TOALLAS DESMAQUILLANTES 25UNI,580.000,700.000,,2046
KSBT2377,,,25片STAR卸妆湿巾（混色）,TOOALLAS DESMAQUILLANTES STAR 25PC,650.000,800.000,,2046
KSBT2378,6939442610246,,25片FRESH卸妆湿巾（混色）,TOALLAS DESMAQUILLANTE DE 25 UNIDAD,650.000,800.000,,2046
70013,8566383700132,,银色变色鸭舌不带梳,RIZADOR DE PESTAÑAS,880.000,1100.000,,2046
70029,,,普通鸭舌睫毛夹,ENCRESPADOR DE PESTANAS,800.000,1000.000,,2046
2858109,2858202210905,,修眉刀片3PCS,SET DE 3 PERFILADORES DE CEJAS,450.000,500.000,,2046
BQV6,20220726006,,,LAMPARA UV PARA UÑAS,7800.000,9000.000,,2046
YB593,021267205938,,压条钻6条,DECORACION PARA UNAS,850.000,900.000,,2046
2858118,2858202211803,,CERA EN ROLLON PARA CABELLO,发蜡棒,1500.000,1800.000,,2046
7097103,6903072441785,,哑光不沾杯唇彩,LABIAL LIQUIDO MATTE,800.000,1000.000,,2046
7100347,6903072440610,,唇彩,LABIAL MATTE CON ESPEJOS,1000.000,1200.000,,2046
233247,6903072442003,,定妆水,Fijador de maquillaje,1800.000,2200.000,,2046
243747,6903072440016,,长效持妆控油保湿定妆喷雾,FIJADOR FACIAL,1650.000,2000.000,,2046
6633647A,6903072435739,,黑色睫毛膏,MASCARA DE PESTANA 24H,850.000,1000.000,,2046
6633647B,6903072435746,,黑色睫毛膏,MASCARA DE PESTANA 24 H,850.000,1000.000,,2046
5695647D,6903072437290,,黑色睫毛膏,MASCARA DE PESTANA 24 H,1200.000,1400.000,,2046
5695647C,6903072437382,,黑色睫毛膏,MASCARA DE PESTANA 5D 24H,1200.000,1400.000,,2046
5666803,6903072421219,,长效持妆黑色防水睫毛膏,MASCARA DE PESTANA 24 H,880.000,1100.000,,2046
5686803A,6903072426393,,黑色睫毛膏,MASCARA DE PESTANA 24H,1200.000,1400.000,,2046
5691147,6903072432684,,睫毛膏,MASCARA DE PESTANAS,1500.000,1800.000,22彩妆系列--睫毛膏 MALEETA MAQUILLAJE,2046
5693603A,6903072434961,,骨胶原黑色防水睫毛膏,MASCARA DE PESTANA DE COLAGENO 24H,850.000,1000.000,,2046
5693603B,6903072434978,,芦荟睫毛膏,MASCARA DE PESTANAS 24HRS DE ALOE VERA,950.000,1100.000,22彩妆系列--睫毛膏 MALEETA MAQUILLAJE,2046
6624947,6903072437238,,黑色睫毛膏,MASCARA DE PESTANA SUPER VOLUMEN,1150.000,1400.000,,2046
6637347,6903072436934,,长效放大双眼黑色睫毛膏,MASCARA DE PESTANA 24H,880.000,1100.000,,2046
5106203C,6903072433452,,眼霜棒,BARRA DE CREMA PARA LOS OJOS,1350.000,1600.000,,2046
L1115,,,口红水,TINTA DE LABIOS CON BRILLO LABIAL,580.000,700.000,,2046
K3380,6975948933809,,唇膏,LABIAL DE COLORES,700.000,800.000,,2046
K3381,6975948933816,,唇膏,LABIAL DE COLORES,700.000,800.000,,2046
L77104,6973451271043,,口红水,TINTA DE LABIOS,680.000,800.000,,2046
K77115,6973451271159,,唇膏,LABIAL MAGICO DE SIRENITA,580.000,700.000,,2046
6193,6970828691930,,遮瑕膏,CORRECTOR DE MAQUILLAJE,650.000,800.000,,2046
6195,6970828691992,,遮瑕膏,CORRECTOR DE MAQUILLAJE,650.000,800.000,,2046
7209,6970828692098,,眼霜 2支装,CREMA PARA LOS OJOS  2pcs,1800.000,2200.000,,2046
KC894431,6972081894431,,86色绝美人鱼,86 COLORES DE PRECIO BELLEZA,7500.000,9000.000,,2046
KC231446,6976289191446,,45色酷炫摩托女,45 COLORESGENIALES,8350.000,10000.000,03店长推荐化妆品套装SET MAQUILLAJE,2046
KC233273,6976289193273,,52色金沙女王,52 COLORES DE ORO REINA DE LA ARENA,4900.000,5900.000,,2046
KC233266,6976289193266,,50色冰雪女王,REINA DE LAS NIEVES DE 50 COLORES,4900.000,5900.000,,2046
KC233365,6976289193365,,26色蝴蝶芭比,BARBIE MARIPOSA DE 26 COLORES,3950.000,4700.000,,2046
KC233143,6976289193143,,26色樱花芭比,EDIFICIO DE 26 COLORES BARBI DE FLORES,3950.000,4700.000,,2046
KC231903,6976289191903,,18色绿酷女孩,18 COLORES CHICA GENIAL,3950.000,4700.000,,2046
KC231910,6976289191910,,18色爱心粉豹,LEOPARDO ROSA DE AMOR DE 18COLORES,3950.000,4700.000,,2046
KC233259,6976289193259,,69色幸运星萝莉,ESTRELLA DE LA SUERTE DE 69 COLORES,6500.000,7800.000,,2046
KC233181,6976289193181,,73色星梦萝莉,73 ESTRELLAS DE COLORES SUENO NORI,6800.000,8200.000,,2046
KC231132,6976289191132,,32色眼影套盒,OJO DE 32 COLORES CAJA DE SOMBRA,8800.000,10600.000,,2046
KC233389,6976289193389,,73色疯狂女警,POLICIA LOCA DE 73 COLORES,6500.000,7800.000,,2046
KC233396,6976289193396,,73色纯欲精灵,73 OLORES PURO ELFO DEL DESEO,6500.000,7800.000,,2046
KC233402,6976289193402,,86色草莓甜心,86 COLORES DE HIERBA BERRY,6500.000,7800.000,,2046
KC233860,6976289193860,,22色粉蜜樱桃 不打折,PALETA ROSA Y MIEL DE CEREZA 22 COLORES SIN DESCUENTO,2300.000,2800.000,13彩妆系列--眼影KEVINCOCO,2046
KC233877,6976289193877,,22色紫色布丁 特价不参与折扣,PALETA HELADO 22 COLORES SIN DESCUENTTO,2300.000,2800.000,13彩妆系列--眼影KEVINCOCO,2046
KC233709,6976289193709,,6色高光粉 特价不参与折扣,PALETA DE 6 ILUMINADORES MAS ESPEJO SIN DESCUENTO,1800.000,2200.000,19彩妆系列--高光 腮红 ILUMINADOR,2046
KC233693,6976289193693,,6色高光紫,PALETA DE 6 ILUMINADORES MAS ESPEJO,2500.000,3000.000,19彩妆系列--高光 腮红 ILUMINADOR,2046
KC233341,6976289193341,,9色粉爱套盒,AMOR ROSA DE 9 COLORES CONJUNTO DE CAJAS,3350.000,4000.000,,2046
KC233358,6976289193358,,9色星冰粉套盒,HIELO ESTRELLA DE 9 COLORES CAJA DE POLVO,3350.000,4000.000,,2046
KC234256,6976289194256,,眼影+高光展示盒装,SOMBRAS DE OJOS,1150.000,1400.000,眼影,2046
KC231682,6976289191682,,61色多巴胺甜妹,MAS DE 61 COLORES DULCE,6800.000,8200.000,,2046
KC231699,6976289191699,,61色元气少女,61 COLORES CHICA ENOJADA,6800.000,8200.000,,2046
KC231675,6976289191675,,61色芭蕾女孩,CHICA DE BALLET DE 61 COLORES,6800.000,8200.000,,2046
8244,6933495865080,,眼影,SOMBRA DE OJO,1200.000,1400.000,,2046
8238,6933495865066,,眼影,SOMBRA DE OJO,1350.000,1600.000,,2046
8171,6933495830538,,眼影,SOMBRA DE OJO DE CORAZONES,1500.000,1800.000,,2046
8187B,6933495864632,,眼影,SOMBRA DE OJO,2800.000,3400.000,,2046
LK51061,6973162601061,,48色小熊甜品眼影,48 COLORES PEQUENOS POSTRE DE OSO,3950.000,4700.000,,2046
LK5153,6973162601535,,68色蝴蝶结少女,LAZOS DE 68 COLORES MUJER,5950.000,7100.000,,2046
LK5152,6973162601528,,80色猫抓少女眼影,CHICA DE 80 COLORES,5950.000,7100.000,,2046
LK5137,6973162601375,,60色兔耳朵少女眼影,CONEJO DE 60 COLORES,4500.000,5400.000,,2046
LK5166,6973162601665,,72色卡通眼影,TARJETA DE 72 COLORES,4300.000,5200.000,,2046
LK5059,6984521328598,,眼影,PALETA DE SOMBRAS MARIPOSAS,2150.000,2600.000,,2046
AZ157,6901234571578,,24色蝴蝶眼影,24 COLORES DE MARIPOSA,4300.000,5200.000,,2046
YLT0001,7852468300016,,蘑菇头*55号刷/图片色,SET DE ESPONJA DE MAQUILLAJE,1000.000,1200.000,50海绵粉扑系列 esponja de maquillaje,2046
YLT0002,7852468300023,,蘑菇头图片色,ESPONJA DE MAQUILLAJE,420.000,500.000,,2046
YLT0003,,,3哥大号粉扑*2个小号粉扑盒装,SET ESPONJAS,750.000,900.000,,2046
YLT0004,7852468300047,,3小号*8眼棒图片色,SET DE ESPONJA DE MAQUILLAJE,580.000,700.000,,2046
YLT0005,7801234567894,,4支鱼刷如图配色,SET DE BROCHAS,950.000,1100.000,,2046
YLT0006,7852468300061,,大号粉扑（水滴6个斜切6个）,ESPONJA DE MAQUILLAJE,450.000,500.000,,2046
YLT0011,7852468300115,,8PC粉扑盒装,SET DE ESPONJA DE MAQUILLAJE,950.000,1100.000,,2046
FP3224,6926641032245,,粉扑,SET DE ESPONJAS DE MAQUILLAJE,1300.000,1600.000,,2046
BX330,6926641003306,,粉扑,SET DE ESPONJAS DE MAQUILLAJE,800.000,1000.000,,2046
BX3800,6926641038001,,粉扑+刷子,SET DE ESPONJA DE MAQUILLAJE,1250.000,1500.000,,2046
FP3045,6926641030456,,粉扑+刷子,SET DE ESPONJA DE MAQUILLAJE,1800.000,2200.000,,2046
FP3256,6926641032566,,卸妆棉,ESPONJA DE LIMPIEZA FACIAL,1300.000,1600.000,,2046
FP3218,6926641032184,,卸妆棉,ESPONJA DE LIMPIEZA FACIAL,1200.000,1400.000,,2046
SS29,690260840029,,60097 pvc一次性手套,60097 guantes desechables de pvc,5500.000,6600.000,65沙龙系列--烫染工具 capas ,peinesta ,posillos de tinturap,2046
SS30,690260840030,,60097 pvc一次性手套  M码,GUANTES DESECHABLES TALLA "M",5500.000,6600.000,65沙龙系列--烫染工具 capas ,peinesta ,posillos de tinturap,2046
SS31,690260840031,,60097 pvc一次性手套 L码,GUANTES DESECHABLES TALLA "L",5500.000,6600.000,,2046
2858113,2858202211308,,美容推车,CARRITO ORGANIZADOR DE COSMETICOS,14500.000,17400.000,,2046
S022,6972288680226,,脸部按摩器,MASAJEADOR FACIAL,6500.000,7800.000,,2046
9H486FT28,061623351542,,行李箱 大,MALETAS DE VIAJE,95000.000,120000.000,,2046
51351162,,,3件套桃心礼品盒,CAJA DE CORAZON X 3,6500.000,7800.000,,2046
5322002,,,3件套桃心礼品盒,CAJA DE CORAZON X 3,6500.000,7800.000,,2046
1037Y204,,,3件套长方形礼品盒,CAJAS DE REGALO X 3,4800.000,5800.000,,2046
1037Y203,,,3件套长方形礼品盒,CAJAS DE REGALO X 3,5000.000,6000.000,,2046
YLT6962,,,指甲剪套装,SET DE MANICURE PALTA,1650.000,2000.000,46美甲系列--美甲死皮剪 CORTA DE UNA,2046
YLT6973,6901418769739,,指甲钳套装,KIT DE MANICURE,1800.000,2200.000,46美甲系列--美甲死皮剪 CORTA DE UNA,2046
YLT6974,6901418769746,,指甲钳套装,KIT DE MANICURE,1800.000,2200.000,46美甲系列--美甲死皮剪 CORTA DE UNA,2046
MM2401,6958202211004,,20支套刷,SET DE BROCHAS,1800.000,2200.000,49化妆刷套装系列 set de brochas,2046
an322,6900352198728,,美甲笔,PINCELES,1200.000,1400.000,,2046
ZJZ36,3710058275611,,指甲钻,Piedras decorativa,800.000,1000.000,,2046
SUN5YG哑光,3758100293123,,美甲灯SUN5哑光,LAMPARA UV,7000.000,8400.000,,2046
KC231170,6976289191170,,27色眼影+睫毛,SET DE SOMBRAS DE OJOS 27 COLORES MAS ESTUCHE CON PESTAÑAS,7000.000,8400.000,,2046
KC233204,6976289193204,,68色巴黎女孩,PALETA DE SOMBRAS COLOR PARIS 68 COLORES,7500.000,9000.000,13彩妆系列--眼影KEVINCOCO,2046
KC233228,6976289193228,,12色水蜜桃,PALETA DE SOMBRAS COLOR DURAZNO CON 12 COLORES,3650.000,4400.000,,2046
KC233242,6976289193242,,12色牛油果,PALETA DE SOMBRAS PALTA COLORADA CON 12 COLORES,3650.000,4400.000,,2046
KC233235,6976289193235,,12色甜甜猫咪,PALETA DE SOMBRAS GATO DE COLORES  9 COLORES + ESPEJO,3650.000,4400.000,,2046
KC233587,6976289193587,,43色云朵女孩,PALETA CHICA DE NUBE DE COLOR 43 COLORES,4900.000,5900.000,,2046
KC233570,6976289193570,,43色牛奶泡沫,PALETA ESPUMA DE LECHE COLOREADA 43 COLORES,4900.000,5900.000,,2046
KC231651,6976289191651,,22色眼影冥光画影 特价不参与折扣,PALETA DE SOMBRA DE OJOS MAO 22 COLORES + ESPEJO SIN DESCUENTO,2000.000,2400.000,13彩妆系列--眼影KEVINCOCO,2046
KC233372,6976289193372,,102色潮酷精灵,PALETA ELFO GENIAL 102 COLORES,7200.000,8600.000,,2046
KC233150,6976289193150,,102色纹身烈女,PALETA SEXY MUJER 102 COLORES,7200.000,8600.000,,2046
KC233174,6976289193174,,102色歌手,PALETA CANTANTE HOT 102 COLORES,7200.000,8600.000,,2046
KC233464,6976289193464,,36色性感女郎,PALETA DE SOMBRA SEXY GIRL 36 COLORES,3850.000,4600.000,,2046
KC233457,6976289193457,,36色冲浪狂欢,PALETA DE SOMBRAS CARNAVAL DE SURF 36 COLORES,3850.000,4600.000,13彩妆系列--眼影KEVINCOCO,2046
KC233440,6976289193440,,36色甜筒派对,PALETA DE SOMBRAS ICECREAM PARTY 36 COLORES,3850.000,4600.000,,2046
V6361,6976159953617,,14色眼影+1色腮红+1色指甲油+1色刷子+2色口红+2色分指器,PALETA DE NIÑA 14 SOMBRAS+RUBOR+LABIAL+ESMALTE+SEPADADOR DE DEDOS,3500.000,4200.000,,2046
V6362,6976159953624,,14色眼影+1色高光+1色指甲油+1色刷子+2色口红+2色分指器,PALETA UNICORNIO  14 SOMBRAS+RUBOR+LABIAL+ESMALTE+SEPADADOR DE DEDOS,3500.000,4200.000,,2046
V6352,6976159953525,,16色眼影+2色高光+1色指甲油+2色刷子+1色腮红+1色分指器,PALETA DE NIÑA 16 SOMBRAS+LIMA+ESMALTE+GLITTER+RUBOR,3800.000,4500.000,,2046
V6367,6976159953679,,34色眼影+1色腮红+1色高光,PALETA DE NIÑA 34 COLORES + RUBOR Y APLICADORES,3500.000,4200.000,,2046
RF526,6936628515265,,单对假睫毛,PESTAÑAS POSTIZAS,580.000,700.000,58假睫毛 嫁接睫毛 睫毛工具 pegamento para pestanasp,2046
RF519,8441311309284,,单对假睫毛,PESTAÑAS POSTIZAS,580.000,700.000,58假睫毛 嫁接睫毛 睫毛工具 pegamento para pestanasp,2046
RF624,6973915966249,,单对假睫毛,PESTAÑAS POSTIZAS,580.000,700.000,58假睫毛 嫁接睫毛 睫毛工具 pegamento para pestanasp,2046
VKG263B,6954477200019,,透明睫毛胶水,PEGAMENTO DE PESTAÑAS,500.000,600.000,,2046
VKG263C,6954477200026,,黑色睫毛胶水,PEGAMENTO DE PESTAÑAS,500.000,600.000,,2046
VKG216,6954477200033,,台湾白色睫毛胶水,PEGAMENTO DE PESTAÑAS BLANCO,900.000,1100.000,,2046
VKG216B,,,台湾黑色睫毛胶水,PEGAMENTO DE PESTAÑAS NEGRO,900.000,1100.000,,2046
VKM01A,6954477200057,,一对装假睫毛,PESTAÑAS POSTIZAS,650.000,800.000,58假睫毛 嫁接睫毛 睫毛工具 pegamento para pestanasp,2046
VKP01A,6954477200064,,一对装假睫毛,PESTAÑAS POSTIZAS,650.000,800.000,,2046
VKE246,6954477200071,,二对装假睫毛,PESTAÑAS POSTIZAS 2 PARES,650.000,800.000,,2046
VKE211,6954477200088,,五对装假睫毛,PESTAÑAS POSTIZAS 5 PARES,1500.000,1800.000,,2046
HW133,6945884133137,,带灯铝合金化妆箱(黑色),MALETA GRANDE DE MANICURA,65000.000,78000.000,,2046
70026,8566383700262,,黑柄睫毛夹,RIZADOR DE PESTAÑAS NEGRO MANGO DE COLORES,1200.000,1400.000,,2046
KS2331,6952354776664,,4色5支化妆刷,SET DE 5 BROCHAS,950.000,1100.000,49化妆刷套装系列 set de brochas,2046
KS2332,0672672000154,,滚花5支化妆刷,SET DE 6 BROCHAS,850.000,1000.000,49化妆刷套装系列 set de brochas,2046
SIR05,6097238700158,,4支鱼尾化妆刷,SET DE 4 BROCHAS COLA DE PEZ,950.000,1100.000,,2046
CTF3,8202156630038,,梳子,PEINE,1800.000,2200.000,64沙龙系列--梳子 ceoillos antifrizz peines de peluqueri,2046
CTF11,8202156630113,,,PEINE,1550.000,1900.000,64沙龙系列--梳子 ceoillos antifrizz peines de peluqueri,2046
CTF12,8202156630120,,,PEINE,1550.000,1900.000,64沙龙系列--梳子 ceoillos antifrizz peines de peluqueri,2046
CTF16,8202156630168,,,PEINE,2000.000,2400.000,64沙龙系列--梳子 ceoillos antifrizz peines de peluqueri,2046
CTF18,8202156630182,,,PEINE,1650.000,2000.000,64沙龙系列--梳子 ceoillos antifrizz peines de peluqueri,2046
CTF19,8202156630199,,,PEINE,1650.000,2000.000,64沙龙系列--梳子 ceoillos antifrizz peines de peluqueri,2046
2858102,2858202210202,,金色3件套6寸,JUEGO DE 2 TIJERAS DE 6",11500.000,13800.000,62沙龙系列--理发剪刀 理发刀 tijeras de barberia,2046
2858103,2858202210301,,彩色3件套6寸,JUEGO DE 2 TIJERAS DE 6",11500.000,13800.000,,2046
7097903,6903072439775,,唇彩+唇线笔,BRILLO DE LABIOS MAS DELINEADOR,1300.000,1600.000,,2046
7032503C,6903072427963,,长效防水丝绒唇彩,LABIAL MATTE DE LARGA DURACION,850.000,1000.000,,2046
7133747B,6903072439737,,唇彩,LABIAL BRILLANTE A PRUEBA DE AGUA 24 HORAS,950.000,1100.000,,2046
7051347B,6903072433612,,唇彩,BRILLO LABIAL VELVET,900.000,1100.000,,2046
787847E,6903072368136,,丝绒防水唇彩,LABIAL LIQUIDO MATTE DE LARGA DURACION,880.000,1100.000,,2046
7081747A,6903072423668,,12色哑光唇彩,LABIAL LIQUIDO MATTE DE LARGA DURACION,880.000,1100.000,,2046
6610803,6903072441877,,防水黑色睫毛膏,MASCARA DE PESTAÑAS EXTRA VOLUMEN,1350.000,1600.000,,2046
6603247,6903072442782,,持妆卷翘黑色睫毛膏,MASCARA DE PESTAÑAS EXTRA VOLUMEN,1500.000,1800.000,,2046
6613247,6903072442799,,卷翘黑色睫毛膏,MASCARA DE PESTAÑAS EXTRA VOLUMEN,1500.000,1800.000,,2046
6643647,6903072438709,,持妆防水黑色睫毛膏,MASCARA DE PESTAÑAS EXTRA VOLUMEN,1300.000,1600.000,,2046
5699347A,6903072437603,,黑色睫毛膏,MASCARA DE PESTAÑAS EXTRA VOLUMEN,1300.000,1600.000,22彩妆系列--睫毛膏 MALEETA MAQUILLAJE,2046
5699347B,6903072437610,,持妆防水纤长黑色睫毛膏,MASCARA DE PESTAÑAS EXTRA VOLUMEN,1300.000,1600.000,,2046
5699347C,6903072437627,,黑色睫毛膏,MASCARA DE PESTAÑAS EXTRA VOLUMEN,1300.000,1600.000,22彩妆系列--睫毛膏 MALEETA MAQUILLAJE,2046
3596203,6903072422616,,丝绒口红,LABIAL MATTE,850.000,1000.000,,2046
3597603B,6903072424467,,哑光口红,LABIAL MATTE,850.000,1000.000,,2046
121103B,6903072436064,,顺滑抗老抗皱玻尿酸面霜,CREMA FACIAL DE ACIDO HIALURONICO,2500.000,3000.000,,2046
121103C,6903072436125,,抗老提亮滋养胶原蛋白面霜,CREMA FACIAL DE COLAGENO,2500.000,3000.000,,2046
121103A,6903072435951,,滋养抗老提亮玫瑰面霜,CREMA FACIAL DE ROSAS,2500.000,3000.000,,2046
8375803,6903072438150,,猫咪腮红,RUBOR FRIENDS,1180.000,1400.000,19彩妆系列--高光 腮红 ILUMINADOR,2046
8307803B,6903072436118,,丝绒哑光腮红,RUBOR VELVET,1500.000,1800.000,,2046
5784047A,6903072441471,,持妆黑色防水眼线液,DELINEADOR LIQUIDO DE OJOS,900.000,1100.000,,2046
5784047B,6903072441488,,持妆黑色眼线液,DELINEADOR LIQUIDO DE OJOS,850.000,1000.000,,2046
5784047C,6903072441495,,顺滑黑色硬刷眼线液,DELINEADOR LIQUIDO,850.000,1000.000,,2046
5770547B,6903072427864,,眼线液,DELINEADOR DE OJOS LIQUIDO,850.000,1000.000,21彩妆系列--眼线笔 delineador de ojos,2046
6854347B,6903072438938,,持久哑光自然遮瑕膏,CORRECTOR LIQUIDO,1200.000,1400.000,,2046
6854103,6903072436231,,丝滑哑光妆前乳,PRIMER FACIAL,2500.000,3000.000,,2046
111247,6903072401383,,蜗牛精华保湿眼罩 24片,,200.000,240.000,,2046
5923303,6903072443239,,眼线,Delineador,1500.000,1800.000,21彩妆系列--眼线笔 delineador de ojos,2046
HM2036,6979854220367,,唇膏,BRILLO LABIAL,500.000,600.000,,2046
HM2034,6979854220343,,唇膏,BRILLO LABIAL CON COLOR,550.000,700.000,,2046
HM2033,,,唇膏,BRILLO LABIAL FRUTAL,500.000,600.000,,2046
X3501,6979854235019,,唇油,BRILLO LABIAL CONEJITO,580.000,700.000,,2046
X363,,,唇油,BRILLO LABIAL 24K,580.000,700.000,,2046
X370,6979854223702,,口红水,TINTA DE LABIOS CORAZON,550.000,700.000,,2046
X336,6979854223368,,口红水,TINTA DE LABIOS PATITA,550.000,700.000,,2046
GZ015,,,口红,LABIAL MATTE DE LARGA DURACION,720.000,900.000,,2046
37993,6979854379935,,口红,LABIAL MATTE DE LARGA DURACION,720.000,900.000,,2046
8081,0,,口红,LABIAL MATTE,680.000,800.000,,2046
LP304,6979854383048,,口红,LABIAL MATTE DE LARGA DURACION,720.000,900.000,,2046
6373,6979854363736,,口红,LABIAL MATTE DE LARGA DURACION,680.000,800.000,,2046
35004,,,口红,LABIAL MATTE DE LARGA DURACION,680.000,800.000,,2046
X337,6979854223375,,口红水,TINTA DE LABIOS OSITOS,580.000,700.000,,2046
X334,6979854223344,,口红水,TINTA DE LABIOS SIRENA,580.000,700.000,,2046
X335,6979854223351,,口红水,TINTA DE LABIOS GALAXIA,550.000,700.000,,2046
KMC59397,6976068959397,,KORMESIC光果甘草美白淡斑面膜-片装25ml(外贸专供）,MASCARILLA FACIAL PINGUINO,150.000,200.000,,2046
KMC59403,6976068959403,,,kmc59403,150.000,200.000,,2046
KMC59373,6976068959373,,KORMESIC金盏花舒缓抗炎面膜-片装25ml(外贸专供）,MASCARILLA FACIAL OSITO,150.000,200.000,,2046
KMC59427,6976068959427,,KORMESIC金缕梅舒缓细肤面膜-片装（打圆孔）25ml(外贸专供）,MASCARILLA FACIAL LEON,150.000,200.000,,2046
SAC019,6924372630884,,珠光喷雾,SPRAY CON BRILLO DE HADAS,1500.000,1800.000,,2046
SAC003,6924372630655,,唇彩,BRILLO LABIAL HIDRATANTE,850.000,1000.000,,2046
SAC023,6924372630761,,唇彩,BRILLO LABIAL,880.000,1100.000,,2046
SAC007,6924372630730,,唇彩,BRILLO LABIAL MAGICO,780.000,900.000,,2046
SAH040,6924372660652,,玫瑰洁面乳,LIMPIADOR FACIAL,2100.000,2500.000,,2046
